Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Data Governance Analyst,51-70,3.4,Eclaro,New York,NY,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Client Service Data Analyst,51-70,4.1,Phyton Talent Advisors,New York,NY,1 to 50 employees,Private,Unknown,Unknown
Financial Data Analyst - Accounting - D3529,51-70,4.2,Source of Future Technology Inc,New York,NY,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data / Business Analyst (Sql/Tableau),51-70,,Wayne Technologies  CHURN,New York,NY,Unknown,Other Organization,Unknown,Unknown
"Data Processing & Performance Analyst New York, Ny",51-70,2.7,Brinks,New York,NY,10000+ employees,Public,Security Services,Business Services
Data Analyst,51-70,3.1,Seven Seven Softwares,Newark,NJ,201 to 500 employees,Public,IT Services,Information Technology
Senior Data Analyst,51-70,4.5,Mobilityware,New York,NY,51 to 200 employees,Private,Video Games,Media
Data Analyst-Junior Profiles Also Works-Only Ny/Nj Candidates Please On W2 Only,51-70,4.8,TechProjects,Jersey City,NJ,1 to 50 employees,Private,IT Services,Information Technology
Business Analyst-Market Data,51-70,4.1,Mitchell Martin,Jersey City,NJ,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Content Analyst/Data Ba-Bus/Tech Strategy - Investment Bank,51-70,3,RMS Computer Corporation,Jersey City,NJ,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,51-70,2.7,ProHEALTH Care,Lake Success,NY,1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care
"Senior Analyst, Ab Testing And Data Operations",51-70,3.5,U,New York,NY,1001 to 5000 employees,Public,Enterprise Software & Network Solutions,Information Technology
Data Warehouse Analyst,51-70,,SIAL TECHNOLOGY PARTNERS,New York,NY,1 to 50 employees,Private,Unknown,Unknown
Data Analyst I - Geriatrics And Palliative Care,51-70,3.1,Mount Sinai Medical Center,New York,NY,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,51-70,5,Professional Resource Group,Lake Success,NY,1 to 50 employees,Private,Advertising & Marketing,Business Services
Senior Business And Data Analyst,51-70,3.9,JPMorgan Chase,New York,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst Ii,51-70,3.8,Capgemini,Jersey City,NJ,10000+ employees,Public,Enterprise Software & Network Solutions,Information Technology
Data Analyst Ii,51-70,3,IPRO,Lake Success,NY,201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst (35 Hours/Week),51-70,3.2,CASES,New York,NY,1 to 50 employees,Public,Unknown,Unknown
Lead Generation Data Analyst,51-70,3.3,Brown Brothers Harriman,New York,NY,1001 to 5000 employees,Private,Investment Banking & Asset Management,Finance
"Dna Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-Post",51-70,3.6,NYC Health  Hospitals,New York,NY,5001 to 10000 employees,Public,Health Care Services & Hospitals,Health Care
Data Analyst I - Genetics & Genomic Sciences,51-70,3.1,Mount Sinai Medical Center,New York,NY,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Reporting Analyst Iii,51-70,3.6,Horizon Blue Cross Blue Shield of New Jersey,Newark,NJ,1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Reporting Analyst Data Analyst,51-70,,APR Staffing,Lake Success,NY,Unknown,Other Organization,Unknown,Unknown
Data Analyst - Cbch,51-70,3.9,Columbia University,New York,NY,10000+ employees,School,Colleges & Universities,Education
"Principal Data Analyst, Latam Disney Streaming Services",51-70,4,Walt Disney Company,New York,NY,10000+ employees,Public,Motion Picture Production & Distribution,Media
Data Engineer/Data Analyst,51-70,3.9,Diverse Lynx,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Technical Business/Data Analyst,91+,3.8,Capgemini,New York,NY,10000+ employees,Public,Enterprise Software & Network Solutions,Information Technology
Crm Data Performance Analyst,91+,4.9,Roar Digital,New York,NY,51 to 200 employees,Private,Gambling,"Arts, Entertainment & Recreation"
Ecommerce Data Analyst,91+,,Darmor Partners,New York,NY,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst - Rochade,91+,3.6,Perficient,New York,NY,1001 to 5000 employees,Public,IT Services,Information Technology
Financial Data Analyst,91+,,Talent Bundle LLC,New York,NY,Unknown,Other Organization,Unknown,Unknown
2021 Summer Analyst Program- Data & Analytics Solutions,91+,3.2,The Bank of New York Mellon,New York,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst - Qc,91+,2.9,Nesco Resource LLC,New York,NY,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
People Operations & Data Analyst,91+,2.3,Museum of Ice Cream,New York,NY,201 to 500 employees,Private,Unknown,Unknown
Lead Data Analyst (Product),91+,,Kinship,New York,NY,1 to 50 employees,Private,Advertising & Marketing,Business Services
Data Analyst - Iii,91+,4.2,APN Consulting,New York,NY,1 to 50 employees,Private,Advertising & Marketing,Business Services
Sql Data Analyst,91+,3.4,Siri InfoSolutions,Summit,NJ,51 to 200 employees,Private,Consulting,Business Services
Healthcare Data/Reporting Analyst,91+,3.1,Integrated Resources,New York,NY,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Epic Data Intelligence Analyst,91+,3.9,Icahn School of Medicine at Mount Sinai,New York,NY,1001 to 5000 employees,Nonprofit Organization,Unknown,Unknown
"Jpsc-8461 - Position: 13,52,53 Data Analyst",91+,4.5,Avani Technology Solutions,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst - Analytics/Sql,71-90,4,Lorven Technologies Inc,New York,NY,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst-Excel,71-90,2.6,Altech Star Inc,New York,NY,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Remediation Analyst,71-90,,Wintellisys,New York,NY,1 to 50 employees,Private,IT Services,Information Technology
Data Analyst With Python Or Python Developer,71-90,3.9,Diverse Lynx,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Data Entry Clerk / Data Analyst,71-90,4.1,V R Della Infotech Inc,Haworth,NJ,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
"Senior Analyst, Data And Insights (Wirecutter)",71-90,3.8,New York Times,New York,NY,1001 to 5000 employees,Public,News Outlet,Media
Etl Developer / Data Analyst,71-90,5,Blue Rock Consulting,New York,NY,1 to 50 employees,Public,Unknown,Unknown
Big Data Programmer Analyst,71-90,,TSR Consulting Services Inc,Jersey City,NJ,Unknown,Other Organization,Unknown,Unknown
Data Governance Analyst,71-90,3.8,LanceSoft Inc,New York,NY,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst With Python,71-90,3.9,Diverse Lynx,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst/Project Manager,71-90,3,SMBC,Jersey City,NJ,Unknown,Public,Unknown,Unknown
Data Analyst - Intex Developer,71-90,,Delaware Investments Colorado Municipal Income Fund Inc,New York,NY,Unknown,Other Organization,Unknown,Unknown
Analyst Business Data,71-90,4,Northwell Health,Manhasset,NY,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Sr. Datastage And Data Analyst,71-90,4.8,TechProjects,New York,NY,1 to 50 employees,Private,IT Services,Information Technology
Programmer Data Analyst,71-90,,Vestracare,Valley Stream,NY,Unknown,Other Organization,Unknown,Unknown
Consumer Lending Data Analyst,71-90,3.8,Informa Intelligence,New York,NY,1001 to 5000 employees,Public,Consulting,Business Services
Encounter Data Analyst,71-90,3.5,Integra Managed Care,Lake Success,NY,501 to 1000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care
Business Analyst/Pm/Data Analyst - Investment Bank,71-90,3,RMS Computer,Jersey City,NJ,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
"Healthcare Analyst, Claims/Encounter Data",31-50,3.1,Healthfirst,New York,NY,1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Data Analyst,31-50,,Jay Hill Repairs,Fairfield,NJ,1 to 50 employees,Public,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Tx Healthcare Data/Reporting Analyst,31-50,3.5,SAT Healthcare,New York,NY,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Senior Data Analyst - Regulatory Reporting,31-50,4,American CyberSystems,New York,NY,10000+ employees,Private,IT Services,Information Technology
Senior Specialist Data Analyst,31-50,3.2,The Bank of New York Mellon,New York,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Sql Report Developer Data Analyst,31-50,3.3,MT Bank Corporation,New York,NY,10000+ employees,Public,Banks & Credit Unions,Finance
Clinical Data Analyst,31-50,,SoluStaff,Brooklyn,NY,1 to 50 employees,Private,IT Services,Information Technology
"Data Analyst,, Sales Operations - Oracle Data Cloud",31-50,3.6,Oracle,New York,NY,10000+ employees,Public,Enterprise Software & Network Solutions,Information Technology
Data Analyst - Machine Learning,31-50,,Equation Staffing,New York,NY,1 to 50 employees,Private,Unknown,Unknown
"Senior Analyst, Data Analytics",31-50,3.6,CMICompas,New York,NY,501 to 1000 employees,Private,Advertising & Marketing,Business Services
Senior Data Analyst (Product),31-50,4.3,AbleTo,New York,NY,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Senior Data Analyst - Data Cataloging / Data Profiling,31-50,4,Reliable Software Resources,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
2021 Summer Analyst Program- Data & Analytics Solutions,31-50,3.7,Eagle Investment Systems,New York,NY,501 to 1000 employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance
Technical Data Analyst,31-50,4.1,Kforce,Summit,NJ,10000+ employees,Public,Staffing & Outsourcing,Business Services
"Senior Analyst, Customer Master Data",31-50,3.3,Hikma Pharmaceuticals,Berkeley Heights,NJ,5001 to 10000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Analyst/Project Manager,31-50,3.4,SMBC Group,Jersey City,NJ,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst Ii - Division Of Endocrinology,31-50,3.1,Mount Sinai Medical Center,New York,NY,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Sr. Reference Data Business Analyst - Sql,31-50,3.7,Citi,Jersey City,NJ,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst - Actuarial Background,31-50,,Top Prospect Group Inc,New York,NY,Unknown,Other Organization,Unknown,Unknown
Data Management Analyst (Addm04) Sec Svcs Ops Data Governance - Na,31-50,3.9,JPMorgan Chase,Brooklyn,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Ba With Data Analyst Skills,31-50,4.1,Mitchell Martin,Jersey City,NJ,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
"Data & Reporting Analyst, Gnhcc",31-50,3.3,VNA Health Group,Essex Fells,NJ,1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit
Principal Business Analyst - Data Governance,31-50,4.1,Rockstar Games,New York,NY,1001 to 5000 employees,Subsidiary or Business Segment,Video Games,Media
Business Analyst/Data Analyst - Capital Markets,31-50,3,RMS Computer,Jersey City,NJ,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
".Net, Sharepoint, Java, Data Analyst, Business Analyst",31-50,3.4,Hexacorp,New York,NY,51 to 200 employees,Private,IT Services,Information Technology
Etl Datastage Developer/Ibm Infosphere Datastage Consultant(Etl Data Analyst)-Only Ny/Nj Candidates Please,31-50,4.8,TechProjects,New York,NY,1 to 50 employees,Private,IT Services,Information Technology
Consumer Lending Data Analyst,31-50,3.2,Informa,New York,NY,10000+ employees,Public,Publishing,Media
Data Analyst - Cbch,31-50,3.8,Columbia University Medical Center,New York,NY,5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care
Solar Data Analyst,31-50,3.7,Momentum Solar,South Plainfield,NJ,501 to 1000 employees,Private,Energy,"Oil, Gas, Energy & Utilities"
Data Science Lead Analyst,31-50,4.6,VIVA USA INC,Franklin Lakes,NJ,51 to 200 employees,Private,IT Services,Information Technology
Clinical Data Analyst,51-70,2.7,ProHEALTH Medical Management,Lake Success,NY,1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care
"Remote: Data Analyst (Data Lineage, Financial Industry)_Long Term",51-70,4,Reliable Software Resources,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Senior Data Analyst,51-70,,Maisonette Careers,Brooklyn,NY,Unknown,Other Organization,Unknown,Unknown
Data Governance Analyst,51-70,3.5,Donnelly  Moore Corporation,New York,NY,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
"Data Management, Firmwide Data Quality, Analyst",51-70,3.9,J,Newark,NJ,10000+ employees,Public,Investment Banking & Asset Management,Finance
Compensation And Data Analyst (Human Resources),51-70,4.1,Saratoga Medical Center,New York,NY,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Senior Data Analyst,51-70,3.1,YAINIPD Network,New York,NY,5001 to 10000 employees,Nonprofit Organization,Social Assistance,Non-Profit
"Data Analyst Ii, Division Of Gastroenterology (Research)",51-70,3.1,Mount Sinai Medical Center,New York,NY,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Ny Healthcare Data/Reporting Analyst,51-70,3.9,Diverse Lynx,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,4.3,Quad Consultancy,Mount Vernon,NY,1 to 50 employees,Private,Consulting,Business Services
Big Data Qa Analyst / Qa Tester / Test Analyst,51-70,3.7,Competent Systems Inc,Jersey City,NJ,201 to 500 employees,Private,Enterprise Software & Network Solutions,Information Technology
Senior Data Analyst,51-70,3.2,SEIU Funds,New York,NY,1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Senior Supply Chain Data Analyst,51-70,3.8,Peloton Interactive,New York,NY,1001 to 5000 employees,Public,"Health, Beauty, & Fitness",Consumer Services
"Data Analyst, Capital Markets (Manager)",51-70,3.5,Genpact,New York,NY,10000+ employees,Public,IT Services,Information Technology
"Analyst, People Operations & Hr Data",51-70,,LACOSTE CORPORATE,New York,NY,Unknown,Other Organization,Unknown,Unknown
"Senior Analyst, Data Instrumentation & Quality (Disney+)",51-70,3.6,Disney Streaming Services,New York,NY,501 to 1000 employees,Private,Internet,Information Technology
Cib F&Bm Global Program Management Emea - International Regulatory - Data Provisioning Business Analyst - Associate,51-70,3.9,J,New York,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Business Data Analyst (Financial Services),51-70,,The Enosys Group LLC,New York,NY,1 to 50 employees,Private,Unknown,Unknown
Senior It Technical Data Analyst,51-70,2.4,EmblemHealth,New York,NY,1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Data Analyst/Data Acquisition Speciliest With Financial Industry Exp,51-70,4,Reliable Software Resources,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
